from_region,to_region,price_usd_per_gb
me-south-1,ap-southeast-6,0.1105
me-central-1,ap-southeast-7,0.1105
me-south-1,ap-northeast-3,0.1105
me-south-1,ap-northeast-1,0.1105
me-south-1,eu-west-3,0.1105
ap-southeast-5,af-south-1,0.11
ap-southeast-5,me-south-1,0.11
ap-southeast-5,il-central-1,0.11
ap-southeast-7,il-central-1,0.11
ap-east-2,il-central-1,0.11
ap-southeast-7,af-south-1,0.11
ap-east-2,af-south-1,0.11
ap-east-2,me-south-1,0.11
ap-east-2,me-central-1,0.11
ap-southeast-7,me-south-1,0.11
ap-southeast-7,me-central-1,0.11
ap-southeast-5,me-central-1,0.11
us-east-2,us-east-1,0.01
us-east-1,us-east-2,0.01
ca-west-1,sa-east-1,0.05
mx-central-1,eu-south-1,0.05
eu-south-1,mx-central-1,0.05
eu-central-2,ca-west-1,0.05
ca-west-1,eu-central-2,0.05
mx-central-1,eu-south-2,0.05
eu-south-2,mx-central-1,0.05
eu-south-1,ca-west-1,0.05
ca-west-1,eu-south-1,0.05
mx-central-1,eu-north-1,0.05
eu-north-1,mx-central-1,0.05
mx-central-1,sa-east-1,0.05
ca-west-1,eu-north-1,0.05
eu-north-1,ca-west-1,0.05
eu-central-1,mx-central-1,0.05
mx-central-1,eu-central-1,0.05
eu-west-2,ca-west-1,0.05
ca-west-1,eu-west-2,0.05
mx-central-1,eu-west-2,0.05
eu-west-2,mx-central-1,0.05
mx-central-1,eu-west-3,0.05
eu-west-3,mx-central-1,0.05
eu-central-1,ca-west-1,0.05
ca-west-1,eu-central-1,0.05
ca-west-1,eu-west-3,0.05
eu-west-3,ca-west-1,0.05
eu-central-2,mx-central-1,0.05
mx-central-1,eu-central-2,0.05
ca-west-1,eu-south-2,0.05
eu-south-2,ca-west-1,0.05
eu-west-1,mx-central-1,0.05
mx-central-1,eu-west-1,0.05
ca-west-1,eu-west-1,0.05
eu-west-1,ca-west-1,0.05
il-central-1,ap-southeast-4,0.15
il-central-1,ap-southeast-2,0.15
il-central-1,ap-southeast-6,0.15
